Node,PR
C1847555,6.36E-06
C1847590,2.57E-05
C1847641,6.36E-06
C1848486,5.74E-06
C1848701,1.00E-05
C1848735,6.36E-06
C1848783,6.36E-06
C1848814,5.73E-06
C1848873,1.05E-05
C1848924,6.36E-06
C1848953,6.98E-06
C1848954,6.36E-06
C1848980,7.58E-06
C1849070,6.67E-06
C1849156,9.58E-06
C1849229,9.41E-06
C1849265,3.12E-05
C1849402,1.55E-05
C1849403,6.36E-06
C1849618,7.99E-06
C1849749,1.15E-05
C1849923,5.68E-06
C1850015,5.60E-06
C1850106,1.47E-05
C1850136,5.90E-06
C1850164,5.50E-06
C1850165,9.31E-06
C1850406,5.53E-06
C1850776,5.42E-06
C1851048,6.63E-06
C1851476,8.11E-06
C1851477,3.63E-05
C1851651,8.09E-06
C1851789,7.76E-06
C1852169,1.17E-05
C1852220,8.98E-06
C1852242,1.07E-05
C1852284,6.36E-06
C1852403,5.61E-06
C1852467,8.49E-06
C1852540,1.40E-05
C1853120,9.41E-06
C1853126,7.60E-06
C1853131,1.06E-05
C1853193,5.47E-06
C1853237,2.11E-05
C1853288,5.67E-06
C1853490,9.37E-06
C1853638,2.02E-05
C1853666,5.48E-06
C1853685,1.99E-05
C1853698,1.43E-05
C1853762,5.98E-06
C1853926,5.64E-06
C1854292,6.36E-06
C1854293,3.11E-05
C1854336,9.87E-06
C1854369,5.56E-06
C1854454,1.34E-05
C1854469,1.92E-05
C1854494,1.35E-05
C1854580,8.18E-06
C1854645,8.10E-06
C1854664,8.11E-06
C1854704,5.70E-06
C1854724,6.36E-06
C1855010,5.62E-06
C1855020,1.57E-05
C1855038,1.53E-05
C1855067,6.36E-06
C1855068,9.93E-06
C1855073,3.55E-05
C1855204,6.84E-06
C1855229,6.36E-06
C1855442,6.36E-06
C1855520,5.58E-06
C1855575,6.36E-06
C1855645,5.70E-06
C1855664,6.36E-06
C1855853,1.16E-05
C1856053,0.000327438
C1856381,2.69E-05
C1856453,6.36E-06
C1856532,5.72E-06
C1856956,5.55E-06
C1856972,2.48E-05
C1857287,6.36E-06
C1857433,5.69E-06
C1857434,7.94E-06
C1857790,5.73E-06
C1857946,1.91E-05
C1858084,1.33E-05
C1858274,7.63E-06
C1858430,5.46E-06
C1858556,6.36E-06
C1858576,1.84E-05
C1859049,5.65E-06
C1859117,8.37E-06
C1859430,2.12E-05
C1859443,8.54E-06
C1859490,6.36E-06
C1859543,1.78E-05
C1859695,6.87E-06
C1860127,1.99E-05
C1860224,8.19E-06
C1860474,8.32E-06
C1861141,7.32E-06
C1861172,0.000171137
C1861246,6.36E-06
C1861385,5.82E-06
C1861403,5.51E-06
C1861443,5.90E-06
C1861452,5.78E-05
C1861617,7.18E-06
C1861783,1.00E-05
C1861874,1.23E-05
C1861906,6.36E-06
C1861922,5.98E-06
C1862288,9.80E-06
C1862322,1.31E-05
C1862427,5.72E-06
C1862761,6.36E-06
C1862763,2.26E-05
C1863094,6.56E-06
C1863108,6.36E-06
C1863243,5.72E-06
C1863535,5.40E-06
C1863751,8.61E-06
C1863843,1.49E-05
C1864009,5.90E-06
C1864389,1.40E-05
C1864500,8.53E-06
C1864676,1.89E-05
C1864692,7.95E-06
C1864769,8.94E-06
C1864770,0.000101351
C1864814,5.45E-06
C1864817,8.55E-06
C1864829,7.20E-06
C1864903,1.67E-05
C1864936,6.36E-06
C1864985,9.26E-06
C1865043,7.81E-06
C1865068,1.34E-05
C1865069,7.40E-06
C1865266,2.46E-05
C1865343,8.55E-06
C1865350,5.70E-06
C1865782,5.76E-06
C1866048,5.74E-06
C1866081,1.34E-05
C1866122,5.72E-06
C1866503,5.57E-06
C1866557,1.36E-05
C1866933,5.50E-06
C1867047,5.45E-06
C1867118,5.85E-06
C1867743,7.51E-06
C1867795,9.58E-06
C1868193,3.17E-05
C1868514,5.75E-06
C1868642,6.36E-06
C1868671,6.36E-06
C1868677,9.12E-06
C1868737,6.74E-06
C1868801,3.54E-05
C1868822,5.44E-06
C1868833,1.54E-05
C1868879,8.32E-06
C1868914,6.01E-06
C1868925,1.02E-05
C1868938,1.26E-05
C1868945,6.36E-06
C1868981,8.30E-05
C1868987,5.87E-06
C1869313,9.98E-06
C1869620,6.79E-06
C1870006,2.91E-05
C1870115,9.07E-06
C1870191,9.67E-06
C1870209,5.68E-06
C1870231,7.56E-06
C1870432,5.62E-06
C1870644,7.45E-06
C1870913,7.03E-06
C1871004,5.75E-06
C1871123,2.48E-05
C1871210,8.54E-06
C1871272,1.75E-05
C1871526,1.00E-05
C1871564,6.36E-06
C1872104,5.44E-06
C1872109,1.24E-05
C1872347,5.63E-06
C1872412,1.82E-05
C1872680,9.54E-06
C1872686,9.53E-06
C1872855,5.67E-06
C1873151,6.06E-06
C1874187,2.12E-05
C1874237,7.46E-06
C1874242,6.36E-06
C1874263,5.70E-06
C1874271,5.53E-06
C1874314,7.35E-06
C1874451,0.000469281
C1874747,5.65E-06
C1875235,6.60E-06
C1875319,1.36E-05
C1875384,1.82E-05
C1875499,7.80E-06
C1875730,6.12E-06
C1875733,5.78E-06
C1875738,5.60E-06
C1875804,9.14E-06
C1875843,9.64E-06
C1876229,8.55E-06
C1879312,5.78E-06
C1879506,5.62E-06
C1879526,5.90E-06
C1879646,5.40E-05
C1879655,1.89E-05
C1879680,5.88E-06
C1879736,1.96E-05
C1879778,2.77E-05
C1879848,1.24E-05
C1879885,8.35E-06
C1880016,1.71E-05
C1880101,7.96E-06
C1880109,6.02E-06
C1880161,5.84E-06
C1880182,7.53E-06
C1880192,4.28E-05
C1880200,5.60E-06
C1880288,5.71E-06
C1880300,6.36E-06
C1880304,6.36E-06
C1880311,5.74E-06
C1880323,5.91E-06
C1880354,2.49E-05
C1880357,5.48E-06
C1880490,5.92E-06
C1880510,1.03E-05
C1880568,1.34E-05
C1880658,1.40E-05
C1880661,5.97E-06
C1880722,8.65E-06
C1880731,5.63E-06
C1880805,5.68E-06
C1880883,6.15E-06
C1880945,1.57E-05
C1881023,1.40E-05
C1881045,1.36E-05
C1881073,5.52E-06
C1881129,2.12E-05
C1881134,7.04E-05
C1881154,1.30E-05
C1881203,6.20E-06
C1881205,5.53E-06
C1881209,2.48E-05
C1881228,6.36E-06
C1881236,8.43E-06
C1881237,6.36E-06
C1881250,1.06E-05
C1881349,7.95E-06
C1881354,1.15E-05
C1881358,4.06E-05
C1881413,5.67E-06
C1881693,1.33E-05
C1881707,6.14E-06
C1881717,1.21E-05
C1881747,6.24E-06
C1881775,6.96E-06
C1881800,5.85E-06
C1881814,6.34E-06
C1881824,5.85E-06
C1881863,1.41E-05
C1881903,3.94E-05
C1881928,5.48E-06
C1881929,5.64E-06
C1882062,1.63E-05
C1882082,2.58E-05
C1882083,7.98E-06
C1882086,5.64E-06
C1882092,6.36E-06
C1882127,1.23E-05
C1882138,1.68E-05
C1882169,5.80E-06
C1882231,5.48E-06
C1882293,6.36E-06
C1882306,5.85E-06
C1882337,5.55E-06
C1882338,6.36E-06
C1882340,1.21E-05
C1882358,5.68E-06
C1882365,1.91E-05
C1882367,1.07E-05
C1882368,5.61E-06
C1882413,3.64E-05
C1882416,6.31E-06
C1882454,8.30E-06
C1882455,8.11E-06
C1882495,7.70E-06
C1882508,1.03E-05
C1882561,7.68E-06
C1882598,4.24E-05
C1882665,6.67E-06
C1882687,1.96E-05
C1882710,5.60E-06
C1882714,1.15E-05
C1882726,1.22E-05
C1882727,4.12E-05
C1882808,1.40E-05
C1882822,5.61E-06
C1882848,5.61E-06
C1882857,7.70E-06
C1882864,1.18E-05
C1882867,8.42E-06
C1882874,1.09E-05
C1882878,5.77E-06
C1882880,6.22E-06
C1882884,7.80E-06
C1882899,5.61E-06
C1882940,1.12E-05
C1882982,8.24E-06
C1883018,8.26E-06
C1883036,4.19E-05
C1883041,1.44E-05
C1883047,2.41E-05
C1883178,1.55E-05
C1883250,6.36E-06
C1883251,7.48E-06
C1883252,8.36E-06
C1883256,1.24E-05
C1883259,6.06E-06
C1883289,5.69E-06
C1883297,6.36E-06
C1883299,9.46E-06
C1883344,1.26E-05
C1883346,7.18E-06
C1883362,7.61E-06
C1883364,2.43E-05
C1883477,8.66E-06
C1883520,1.91E-05
C1883522,1.02E-05
C1883555,2.48E-05
C1883559,0.000303866
C1883562,3.60E-05
C1883583,2.54E-05
C1883633,5.14E-05
C1883644,3.99E-05
C1883645,5.70E-06
C1883654,5.56E-06
C1883725,1.57E-05
C1885242,5.75E-06
C1887677,5.64E-06
C1888853,6.34E-06
C1891431,6.10E-06
C1894386,5.64E-06
C1898687,5.97E-06
C1905632,5.70E-06
C1911542,5.57E-06
C1911773,9.26E-06
C1915069,6.27E-06
C1919393,7.60E-06
C1942970,6.10E-06
C1944262,8.79E-06
C1947901,5.85E-06
C1947909,5.48E-06
C1947930,5.64E-06
C1947946,5.54E-06
C1947950,2.08E-05
C1948023,4.20E-05
C1948049,9.55E-06
C1948095,1.01E-05
C1950715,5.74E-06
C1953345,1.77E-05
C1953353,5.54E-06
C1953382,9.22E-06
C1953384,9.62E-06
C1954848,1.93E-05
C1955133,5.48E-06
C1955172,7.34E-06
C1955321,5.50E-06
C1955394,4.12E-05
C1955421,5.47E-06
C1955434,5.50E-06
C1955519,6.00E-06
C1955520,6.14E-06
C1955602,5.47E-06
C1955629,6.36E-06
C1955637,6.07E-06
C1955741,5.64E-06
C1955752,8.44E-06
C1955779,7.51E-06
C1955782,8.16E-06
C1955811,5.83E-06
C1955826,5.61E-06
C1955829,5.61E-06
C1955835,8.79E-06
C1955854,7.40E-06
C1955856,8.93E-06
C1955874,5.42E-06
C1955876,7.75E-06
C1955880,5.69E-06
C1955894,6.09E-06
C1955897,2.48E-05
C1955901,1.20E-05
C1955903,6.36E-06
C1955904,9.66E-06
C1955905,7.37E-06
C1955907,1.87E-05
C1955910,2.48E-05
C1955926,6.21E-06
C1955928,1.76E-05
C1955933,5.62E-06
C1955939,9.57E-06
C1955953,5.68E-06
C1955958,7.21E-06
C1955991,9.54E-06
C1955992,2.36E-05
C1956000,6.99E-06
C1956002,1.50E-05
C1956003,1.56E-05
C1956015,6.34E-06
C1956064,1.24E-05
C1956066,7.53E-06
C1956068,7.97E-06
C1956074,2.04E-05
C1956075,6.51E-06
C1956077,6.21E-06
C1956078,5.12E-05
C1956079,8.54E-06
C1956080,1.13E-05
C1956096,1.48E-05
C1956101,5.62E-06
C1956108,7.65E-05
C1956109,1.65E-05
C1956110,2.58E-05
C1956120,6.51E-06
C1956148,7.50E-06
C1956150,5.91E-06
C1956158,6.36E-06
C1956187,6.94E-06
C1956191,5.59E-06
C1956193,2.50E-05
C1956261,5.64E-06
C1956267,5.65E-06
C1956346,7.35E-06
C1956352,1.18E-05
C1956368,5.69E-06
C1956385,7.10E-05
C1956391,5.80E-06
C1956394,2.18E-05
C1956396,8.12E-06
C1956398,6.86E-06
C1956415,5.41E-06
C1956422,2.92E-05
C1956423,8.18E-06
C1956962,8.17E-06
C1957613,5.77E-06
C1958126,5.78E-06
C1958300,6.43E-06
C1959206,1.39E-05
C1959342,7.50E-06
C1959569,2.31E-05
C1959582,8.32E-06
C1959585,6.36E-06
C1959590,1.01E-05
C1959595,9.39E-06
C1959604,5.85E-06
C1959609,5.48E-06
C1959616,8.76E-06
C1959640,7.65E-06
C1959643,5.61E-06
C1959689,5.85E-06
C1959692,1.11E-05
C1960026,6.36E-06
C1960048,6.36E-06
C1960093,5.53E-06
C1960094,1.11E-05
C1960098,9.73E-06
C1960107,5.58E-06
C1960273,5.85E-06
C1960340,1.01E-05
C1960398,1.68E-05
C1960439,5.40E-06
C1960448,5.76E-06
C1960466,7.22E-06
C1960498,5.77E-06
C1960543,7.51E-06
C1960545,7.61E-06
C1960579,7.45E-06
C1960596,9.93E-06
C1960627,5.80E-06
C1960636,1.12E-05
C1960687,2.02E-05
C1960756,1.16E-05
C1960816,0.00011789
C1960832,4.88E-05
C1960845,5.64E-06
C1960867,1.00E-05
C1960870,1.91E-05
C1960892,5.74E-06
C1960925,6.36E-06
C1961099,9.54E-06
C1961102,1.01E-05
C1961112,9.19E-06
C1961121,8.42E-06
C1961138,5.83E-06
C1961155,9.24E-06
C1961533,5.86E-06
C1961537,2.19E-05
C1961548,6.25E-06
C1961768,1.44E-05
C1961993,5.99E-06
C1962944,1.33E-05
C1963085,5.62E-06
C1963104,6.78E-06
C1963165,5.60E-06
C1963189,2.48E-05
C1963195,8.52E-06
C1963203,1.03E-05
C1963204,6.36E-06
C1963205,5.85E-06
C1963230,7.56E-06
C1963578,1.27E-05
C1963704,5.52E-06
C1963724,5.19E-05
C1963747,7.74E-06
C1963753,6.63E-06
C1963758,3.12E-05
C1963763,6.36E-06
C1963823,2.68E-05
C1963824,1.03E-05
C1963961,5.75E-06
C1964018,1.67E-05
C1964029,9.25E-05
C1964257,0.000279717
C1967611,7.44E-06
C1967692,6.36E-06
C1969088,1.13E-05
C1969291,6.36E-06
C1969409,1.17E-05
C1969443,6.36E-06
C1969641,1.16E-05
C1969646,1.09E-05
C1969662,1.87E-05
C1969875,5.85E-06
C1970027,5.71E-06
C1970394,6.36E-06
C1970415,2.86E-05
C1970628,5.69E-06
C1976106,5.90E-06
C1976726,1.31E-05
C1976853,9.58E-06
C1977391,6.36E-06
C1979003,7.84E-06
C1979617,5.48E-06
C1979620,5.70E-06
C1979687,8.02E-06
C1979715,5.64E-06
C1979765,6.44E-06
C1979769,1.14E-05
C1979775,8.08E-06
C1979780,5.71E-06
C1979797,5.83E-06
C1979798,7.98E-06
C1979799,1.58E-05
C1979804,8.20E-06
C1979844,6.34E-05
C1979853,1.03E-05
C1979875,7.84E-06
C1979887,8.11E-06
C1979924,8.98E-06
C1979927,2.31E-05
C1979934,5.52E-06
C1979962,6.20E-06
C1980009,9.50E-06
C1995013,2.56E-05
C1995447,1.99E-05
C1997216,8.02E-06
C1997217,2.55E-05
C1997268,8.47E-06
C1997276,7.90E-06
C1997348,5.79E-06
C1997354,7.25E-06
C1997614,1.81E-05
C1997626,6.36E-06
C1997821,7.63E-06
C1997873,5.68E-06
C1997883,0.000166911
C1997894,7.25E-06
C1997917,5.48E-06
C1998045,5.63E-06
C1998103,1.02E-05
C1998195,8.94E-06
C1998203,7.75E-06
C1998284,5.86E-06
C1998297,9.90E-06
C1998319,2.54E-05
C1998602,1.29E-05
C1998720,2.00E-05
C1998726,2.41E-05
C1998827,3.26E-05
C1998926,5.85E-06
C1998986,9.09E-06
C1999000,5.85E-06
C1999010,5.95E-06
C1999057,6.36E-06
C1999091,6.36E-06
C1999110,7.60E-06
C1999123,7.42E-06
C1999167,0.000499672
C1999216,0.000813914
C1999375,4.07E-05
C1999501,7.61E-06
C1999735,5.59E-06
C2000088,5.70E-06
C2000128,8.49E-06
C2000145,6.48E-06
C2000261,6.32E-06
C2000799,5.79E-06
C2001271,1.09E-05
C2001525,9.65E-06
C2001529,6.57E-06
C2001856,1.23E-05
C2001867,1.66E-05
C2002471,6.08E-06
C2002636,2.00E-05
C2002666,6.76E-06
C2002839,5.93E-06
C2003387,2.13E-05
C2003424,7.34E-06
C2003850,6.12E-06
C2004062,4.92E-05
C2004345,5.74E-06
C2004459,2.70E-05
C2004491,3.76E-05
C2004632,6.36E-06
C2009910,6.02E-06
C2010476,5.74E-06
C2010501,6.36E-06
C2013199,5.35E-06
C2014146,5.68E-06
C2014414,2.00E-05
C2015861,6.19E-06
C2020499,1.43E-05
C2020635,5.53E-06
C2022018,5.82E-06
C2022022,8.75E-06
C2022284,9.55E-06
C2022317,5.48E-06
C2024216,5.51E-06
C2029943,2.47E-05
C2030371,5.47E-06
C2032151,5.88E-06
C2033062,1.56E-05
C2033345,8.66E-06
C2034321,9.52E-06
C2034490,5.48E-06
C2034861,5.47E-06
C2036447,6.42E-06
C2036626,6.36E-06
C2037193,6.36E-06
C2037866,5.72E-06
C2041411,8.80E-06
C2047215,3.82E-05
C2047258,5.78E-06
C2048011,8.05E-06
C2048937,5.89E-06
C2051503,1.78E-05
C2051831,8.28E-06
C2057625,9.65E-06
C2059474,8.13E-06
C2062416,9.28E-06
C2062441,0.000204722
C2062470,8.39E-06
C2062593,5.65E-06
C2062683,8.05E-06
C2062712,2.48E-05
C2062866,6.13E-06
C2062899,6.72E-06
C2062905,5.71E-06
C2062978,6.36E-06
C2063289,6.36E-06
C2063389,6.36E-06
C2063866,3.82E-05
C2063873,7.18E-06
C2064450,1.22E-05
C2073765,5.85E-06
C2073768,7.59E-06
C2074674,1.15E-05
C2074898,1.99E-05
C2074900,5.56E-06
C2076596,1.27E-05
C2076600,5.32E-05
C2076602,1.31E-05
C2077203,8.67E-06
C2077218,7.83E-06
C2077391,6.62E-06
C2080700,1.25E-05
C2081173,6.36E-06
C2081572,6.36E-06
C2082410,6.57E-06
C2089337,7.64E-06
C2091299,5.68E-06
C2093105,1.72E-05
C2095643,6.13E-06
C2095755,1.11E-05
C2096028,6.36E-06
C2103078,2.02E-05
C2103110,1.06E-05
C2103597,1.00E-05
C2106404,5.56E-06
C2106772,1.70E-05
C2108396,6.36E-06
C2109968,5.84E-06
C2111384,1.80E-05
C2111393,3.74E-05
C2111394,1.17E-05
C2111517,3.86E-05
C2111551,8.50E-06
C2111846,5.50E-06
C2111874,7.34E-06
C2114719,4.16E-05
C2115817,5.61E-06
C2118460,1.60E-05
C2121080,1.13E-05
C2123171,5.64E-06
C2126062,5.75E-06
C2126187,5.72E-06
C2126255,5.87E-06
C2133558,1.01E-05
C2133562,6.18E-06
C2136384,5.53E-06
C2136639,6.13E-06
C2136969,5.64E-06
C2137071,5.48E-06
C2137222,1.03E-05
C2144940,6.83E-06
C2144990,7.97E-06
C2145047,7.11E-06
C2146481,8.34E-06
C2148557,5.47E-06
C2148617,5.45E-06
C2163621,5.44E-06
C2168111,5.75E-06
C2168799,5.45E-06
C2169144,2.46E-05
C2169512,7.71E-06
C2169571,2.25E-05
C2169754,8.53E-06
C2169796,6.36E-06
C2170827,6.36E-06
C2184182,6.36E-06
C2186379,1.19E-05
C2186580,6.36E-06
C2186727,1.63E-05
C2188199,2.48E-05
C2188220,2.48E-05
C2188405,2.71E-05
C2193200,7.40E-06
C2193405,6.36E-06
C2196964,6.13E-06
C2197065,7.21E-06
C2203937,7.43E-06
C2209311,5.48E-06
C2215101,1.60E-05
C2215257,9.74E-06
C2216702,1.20E-05
C2219848,7.50E-06
C2220033,5.75E-06
C2220042,1.03E-05
C2220104,1.00E-05
C2220266,1.80E-05
C2220318,9.10E-06
C2220378,8.54E-06
C2221194,8.40E-06
C2222799,6.47E-06
C2224569,5.50E-06
C2226910,6.73E-06
C2227369,5.95E-06
C2229249,1.49E-05
C2230180,5.95E-06
C2230969,5.67E-06
C2231107,5.72E-06
C2236411,5.61E-06
C2237640,5.82E-06
C2238079,1.77E-05
C2239176,0.000294523
C2239195,5.85E-06
C2239342,1.57E-05
C2239425,1.39E-05
C2239453,1.52E-05
C2239486,1.60E-05
C2239516,5.93E-06
C2239547,9.53E-06
C2239707,5.60E-06
C2239804,5.69E-06
C2239827,8.97E-06
C2239886,5.46E-06
C2239887,1.51E-05
C2239919,1.46E-05
C2239937,4.62E-05
C2240043,7.04E-06
C2240116,2.62E-05
C2240205,9.22E-06
C2240207,5.62E-06
C2240273,5.47E-06
C2240391,5.47E-06
C2240392,7.47E-06
C2242456,2.14E-05
C2242529,2.63E-05
C2242541,6.95E-06
C2242554,9.26E-06
C2242626,1.41E-05
C2242628,6.10E-05
C2242629,6.57E-06
C2242636,5.92E-06
C2242640,5.38E-06
C2242682,2.41E-05
C2242703,2.03E-05
C2242708,1.28E-05
C2242710,1.04E-05
C2242814,1.11E-05
C2242816,6.36E-06
C2242817,5.58E-06
C2243080,8.71E-06
C2244223,3.07E-05
C2244392,1.01E-05
C2245790,5.92E-06
C2246243,6.16E-06
C2246342,5.59E-06
C2246343,1.18E-05
C2246513,5.41E-06
C2246563,5.54E-06
C2246566,9.11E-06
C2246761,2.45E-05
C2246922,7.97E-06
C2247060,5.64E-06
C2247080,5.54E-06
C2247081,1.88E-05
C2247086,5.76E-06
C2247147,1.56E-05
C2247545,7.24E-06
C2247561,2.23E-05
C2247584,5.64E-06
C2247634,9.71E-06
C2247681,5.48E-06
C2247682,7.76E-06
C2247717,5.56E-06
C2247721,1.17E-05
C2247725,1.76E-05
C2247745,1.16E-05
C2247792,5.71E-06
C2247816,1.47E-05
C2247825,6.66E-06
C2247938,1.27E-05
C2248020,1.47E-05
C2248315,6.36E-06
C2248551,8.64E-06
C2248734,5.50E-06
C2248756,6.36E-06
C2248778,1.40E-05
C2248789,5.51E-06
C2248829,5.59E-06
C2251038,5.66E-06
C2255937,8.90E-06
C2256362,9.18E-06
C2256382,5.47E-06
C2256521,9.56E-06
C2257074,5.69E-06
C2257651,5.73E-06
C2257843,5.70E-06
C2257889,5.81E-06
C2258685,3.79E-05
C2258734,5.52E-06
C2259852,9.60E-06
C2260797,2.17E-05
C2261416,6.91E-06
C2261558,5.89E-06
C2261561,5.73E-06
C2261767,8.90E-06
C2261927,7.48E-06
C2262705,1.02E-05
C2262706,5.62E-06
C2262744,2.48E-05
C2262808,5.87E-06
C2262820,6.53E-06
C2262860,5.56E-06
C2262992,5.88E-06
C2263229,1.10E-05
C2263467,5.59E-06
C2263534,6.09E-06
C2265274,9.92E-06
C2266079,5.53E-06
C2266866,1.66E-05
C2266880,6.01E-06
C2266946,5.85E-06
C2266975,1.11E-05
C2267001,5.81E-06
C2267003,2.29E-05
C2267005,7.61E-06
C2267020,7.63E-06
C2267069,7.68E-06
C2267115,5.66E-06
C2267219,0.000108386
C2267227,1.09E-05
C2267231,6.36E-06
C2284748,2.48E-05
C2290915,4.37E-05
C2291147,5.50E-06
C2304881,7.42E-06
C2309154,5.49E-06
C2309860,8.51E-06
C2313716,5.73E-06
C2314868,7.92E-06
C2314882,1.37E-05
C2314971,9.14E-06
C2314985,9.39E-06
C2315245,7.59E-06
C2315322,7.48E-06
C2315344,8.11E-06
C2315541,7.92E-06
C2315666,6.03E-06
C2315667,5.48E-06
C2315751,5.51E-06
C2315852,8.61E-06
C2315931,3.26E-05
C2316067,5.59E-06
C2316164,2.65E-05
C2316217,5.64E-06
C2316368,7.34E-05
C2316467,1.54E-05
C2316745,2.71E-05
C2316757,7.40E-06
C2316787,5.61E-06
C2316808,6.14E-06
C2316810,6.36E-06
C2317096,9.74E-06
C2317127,8.77E-06
C2317129,5.67E-06
C2317131,5.42E-05
C2317321,7.29E-06
C2317473,1.01E-05
C2317581,5.98E-06
C2321495,5.72E-06
C2322694,7.46E-06
C2323499,2.12E-05
C2323550,7.07E-06
C2324358,8.37E-06
C2324639,5.70E-06
C2325162,1.64E-05
C2325273,5.83E-06
C2326433,2.48E-05
C2326513,5.91E-06
C2327335,9.00E-06
C2327673,1.06E-05
C2327733,5.86E-06
C2328051,5.54E-06
C2328107,1.66E-05
C2328150,6.83E-06
C2328510,2.45E-05
C2328697,5.71E-06
C2329590,5.52E-06
C2329837,1.66E-05
C2329884,6.13E-06
C2330261,1.01E-05
C2330782,5.64E-06
C2330791,9.32E-06
C2330838,5.87E-06
C2330894,5.63E-05
C2331620,1.61E-05
C2332491,1.14E-05
C2332494,1.56E-05
C2332734,5.79E-06
C2332919,5.81E-06
C2333957,1.06E-05
C2334011,8.64E-06
C2334430,9.40E-06
C2334695,2.48E-05
C2334749,2.48E-05
C2335060,5.76E-06
C2335498,7.90E-06
C2335680,7.52E-06
C2338017,1.37E-05
C2338378,1.39E-05
C2338723,5.51E-06
C2338967,5.50E-06
C2338991,2.19E-05
C2339069,2.48E-05
C2339678,5.61E-06
C2340022,7.76E-06
C2340138,1.17E-05
C2343589,8.11E-06
C2343853,5.54E-06
C2344229,6.36E-06
C2345900,5.47E-06
C2346480,7.25E-06
C2346514,6.35E-06
C2346543,7.50E-06
C2346581,6.36E-06
C2346586,8.27E-06
C2346592,1.04E-05
C2346650,1.26E-05
C2346661,7.26E-06
C2346667,5.51E-06
C2346733,6.25E-06
C2346741,5.84E-06
C2346801,1.26E-05
C2346815,9.00E-06
C2346836,3.63E-05
C2346932,5.93E-06
C2347026,3.15E-05
C2347038,1.26E-05
C2347051,1.29E-05
C2347109,5.93E-06
C2347112,5.80E-06
C2347168,8.84E-06
C2347296,9.44E-06
C2347338,7.74E-06
C2347349,7.55E-06
C2347379,6.99E-06
C2347385,5.81E-06
C2347509,1.55E-05
C2347556,9.98E-06
C2347558,7.54E-06
C2347596,2.48E-05
C2347609,9.49E-06
C2347610,1.47E-05
C2347624,1.04E-05
C2347634,6.20E-06
C2347644,1.42E-05
C2347647,5.51E-06
C2347650,5.50E-06
C2347652,8.38E-06
C2347659,5.71E-06
C2347678,5.60E-06
C2347682,5.48E-06
C2347727,5.96E-06
C2347816,0.000115748
C2347818,6.32E-06
C2347840,5.62E-06
C2347862,6.46E-06
C2347883,1.04E-05
C2347885,1.37E-05
C2347899,1.72E-05
C2347900,1.67E-05
C2347906,7.20E-06
C2347948,1.19E-05
C2347961,1.92E-05
C2347972,5.80E-06
C2348001,0.000188597
C2348003,8.49E-06
C2348066,4.05E-05
C2348215,1.02E-05
C2348228,7.09E-06
C2348234,5.56E-06
C2348239,5.73E-06
C2348259,5.55E-06
C2348275,7.53E-06
C2348280,7.69E-06
C2348288,5.51E-06
C2348290,7.86E-06
C2348331,3.74E-05
C2348395,8.89E-06
C2348400,5.85E-06
C2348458,7.25E-06
C2348459,5.80E-06
C2348484,4.71E-05
C2348625,1.11E-05
C2348634,7.26E-06
C2348654,7.00E-06
C2348674,7.86E-06
C2348678,5.55E-06
C2348693,5.17E-05
C2348745,5.55E-06
C2348747,7.28E-06
C2348752,1.20E-05
C2348792,2.08E-05
C2348810,5.66E-06
C2348813,4.06E-05
C2348869,7.60E-06
C2348895,5.49E-06
C2348908,1.07E-05
C2348984,1.34E-05
C2349018,9.08E-06
C2349104,7.41E-06
C2349205,5.75E-06
C2349244,5.71E-06
C2349245,8.08E-06
C2349249,9.88E-06
C2349251,8.19E-06
C2349254,8.35E-06
C2349632,5.85E-06
C2349722,9.90E-06
C2349740,3.23E-05
C2349751,2.90E-05
C2349866,1.07E-05
C2349952,5.51E-06
C2349972,5.48E-06
C2350019,2.09E-05
C2350022,8.31E-06
C2350024,5.91E-06
C2350029,7.15E-06
C2350030,5.74E-06
C2350035,5.51E-06
C2350038,5.74E-06
C2350051,8.24E-06
C2350052,2.48E-05
C2350206,1.04E-05
C2350235,8.65E-06
C2350236,9.55E-06
C2350239,1.95E-05
C2350243,5.78E-06
C2350249,7.99E-06
C2350255,7.83E-06
C2350276,8.29E-06
C2350277,8.71E-06
C2350281,2.43E-05
C2350307,3.48E-05
C2350325,6.83E-06
C2350331,8.81E-06
C2350332,9.03E-05
C2350344,6.36E-06
C2350345,1.39E-05
C2350350,2.90E-05
C2350389,5.47E-06
C2350390,8.99E-06
C2350393,2.39E-05
C2350394,7.64E-06
C2350399,2.12E-05
C2350404,6.10E-06
C2350432,2.70E-05
C2350439,3.24E-05
C2350442,2.89E-05
C2350462,5.64E-06
C2350463,1.66E-05
C2350465,7.97E-06
C2350466,1.39E-05
C2350467,1.50E-05
C2350483,5.53E-06
C2350498,5.69E-06
C2350499,5.80E-06
C2350512,6.95E-06
C2350518,5.58E-06
C2350522,5.76E-06
C2350529,2.41E-05
C2350531,5.77E-06
C2350562,8.13E-06
C2350570,2.73E-05
C2350571,5.82E-06
C2350578,1.42E-05
C2350580,8.46E-06
C2350581,1.22E-05
C2350596,9.52E-06
C2350622,5.79E-06
C2350701,5.83E-06
C2350739,6.02E-06
C2350742,7.47E-06
C2350764,6.07E-06
C2350824,8.17E-06
C2350828,5.72E-06
C2350831,1.06E-05
C2350866,6.78E-06
C2350877,9.51E-06
